article,project,views_ceil,rank,country,date,article_clean,query,summary,sentiment
State_of_Origin_series,en.wikipedia,37000,2,au,2021-06-28 18:27:44.725419,state_of_origin_series,State of Origin series,"The State of Origin series is an annual best-of-three rugby league series between two Australian state representative sides, the New South Wales Blues and the Queensland Maroons.Referred to as Australian sport's greatest rivalry, the State of Origin series is one of Australia's premier sporting events, attracting huge television audiences and usually selling out the stadiums in which the games are played. It is regularly described as being the pinnacle of rugby league, even in comparison with international competitions.Players are selected to represent the Australian state in which they played their first senior rugby league game. Before 1980 players were only selected for interstate matches based on where they were playing their club football at the time. In both 1980 and 1981, there were two interstate matches under the old selection rules and one experimental ""State of Origin"" match. From 1982 onwards a best-of-three match series has been played around the middle of the rugby league season for the State of Origin shield. During the early years the overall series results remained relatively even, however, Queensland surged ahead between 2006 and 2017, winning 11 out of 12 series, including a record eight series in a row.",0.9995916485786438
Mina_Wylie,en.wikipedia,14800,4,au,2021-06-28 18:27:44.725419,mina_wylie,Mina Wylie,"Wilhelmina ""Mina"" Wylie (27 June 1891 – 6 July 1984) was one of Australia's first two female Olympic swimming representatives, along with friend Fanny Durack.",0.9964638948440552
Josh_Addo-Carr,en.wikipedia,14100,5,au,2021-06-28 18:27:44.725419,josh_addo-carr,Josh Addo-Carr,"Josh Addo-Carr (born 28 July 1995) is an Australian professional rugby league footballer who plays as a winger for the Melbourne Storm in the NRL and Australia at international level. 
He began his career with the Wests Tigers in the National Rugby League. Addo-Carr won the 2017 and the 2020 NRL Premiership with the Storm. At representative level he has played for the Indigenous All Stars, NSW City and helped New South Wales win the 2018 State of Origin in his Origin debut series.

",0.9959737062454224
State_of_Origin_results_and_statistics,en.wikipedia,12300,6,au,2021-06-28 18:27:44.725419,state_of_origin_results_and_statistics,State of Origin results and statistics,"State of Origin results and statistics have been accumulating since the 1980 State of Origin game. Every game played under State of Origin selection rules, including the additional 1987 exhibition match and the matches played between New South Wales and Queensland for the Super League Tri-series are detailed below unless stated otherwise.

",-0.7318542003631592
Latrell_Mitchell,en.wikipedia,12200,7,au,2021-06-28 18:27:44.725419,latrell_mitchell,Latrell Mitchell,"Latrell Mitchell (né Goolagong; 16 June 1997) is an Indigenous Australian professional rugby league footballer who plays as a fullback for the South Sydney Rabbitohs in the NRL, and Australia at international level. 
He previously played for the Sydney Roosters, winning consecutive premierships in 2018 and 2019. Mitchell has also represented the Indigenous All Stars, and New South Wales in the State of Origin series. He has also played as a centre and winger earlier in his career.

",0.9947473406791687
UEFA_Euro_2020,en.wikipedia,10400,8,au,2021-06-28 18:27:44.725419,uefa_euro_2020,UEFA Euro 2020,"The 2020 UEFA European Football Championship, commonly referred to as UEFA Euro 2020, or simply Euro 2020, is the 16th UEFA European Championship, the quadrennial international men's football championship of Europe organised by the Union of European Football Associations (UEFA).The tournament, being held in 11 cities in 11 UEFA countries, was originally scheduled from 12 June to 12 July 2020, but was postponed due to the COVID-19 pandemic in Europe and rescheduled for 11 June to 11 July 2021. It retains the name UEFA Euro 2020. Portugal were the defending champions, having won the 2016 competition in France, but were eliminated in the round of 16 against Belgium. The video assistant referee (VAR) system makes its debut at the European Championship in this tournament.UEFA President Michel Platini said in 2012 that the tournament was to be hosted in several nations as a ""romantic"" one-off event to celebrate the 60th ""birthday"" of the European Championship competition. Having the largest capacity of any of the stadiums entered for the competition, Wembley Stadium in London is scheduled to host the semi-finals and final for the second time, having done so before at the 1996 tournament in the stadium's former incarnation. The Stadio Olimpico in Rome was chosen to host the opening game, involving Turkey and hosts Italy. Originally to be played at 13 venues, two hosts were later removed: Brussels in December 2017 due to the abandonment of building the Eurostadium, and Dublin in April 2021 as there was no guarantee that spectators could attend. Spain also changed their host city from Bilbao to Seville to allow an audience at matches.",-0.7214534282684326
Tom_Trbojevic,en.wikipedia,10400,9,au,2021-06-28 18:27:44.725419,tom_trbojevic,Tom Trbojevic,"Thomas (""Tom"") Trbojevic (born 2 October 1996), also known by the nickname of ""Tommy Turbo"", is an Australian professional rugby league footballer who plays as a fullback, wing and centre for the Manly Warringah Sea Eagles in the NRL and Australia at international level.
Trbojevic has played at representative level for the Prime Minister's XIII and New South Wales in the State of Origin series.

",0.9914729595184326
Brian_To'o,en.wikipedia,8900,10,au,2021-06-28 18:27:44.725419,brian_to'o,Brian To'o,Brian To'o (born 18 August 1998) is a Samoa international rugby league footballer who plays as a winger for the Penrith Panthers in the NRL.,0.9920728206634521
Paul_Potts,en.wikipedia,7600,11,au,2021-06-28 18:27:44.725419,paul_potts,Paul Potts,"Paul Potts (born 13 October 1970) is an English tenor. In 2007, he won the first series of ITV's Britain's Got Talent with his performance of ""Nessun dorma"", an aria from Puccini's opera Turandot. As a singer of operatic pop music, Potts recorded the album One Chance, which topped sales charts in 13 countries. Before winning Britain's Got Talent, Potts was a manager at Carphone Warehouse. He had been a Bristol city councillor from 1996 until 2003, and performed in amateur opera from 1999 to 2003.

",0.9968676567077637
Sheppard_(band),en.wikipedia,7300,12,au,2021-06-28 18:27:44.725419,sheppard_(band),Sheppard (band),"Sheppard is an Australian indie pop band from Brisbane, formed in 2009. Their debut studio album, Bombs Away, was released on 11 July 2014, and peaked at No. 2 on the ARIA Albums Chart and was certified gold by the Australian Recording Industry Association, while their second single, ""Geronimo"", spent three weeks at No. 1 on the ARIA Singles Chart and was certified 5× platinum.
At the ARIA Music Awards of 2013, Sheppard were nominated for Best Independent Release for ""Let Me Down Easy"". At the 2014 ceremony, they were nominated for Album of the Year, Best Group, Best Independent Release, Best Pop Release, Song of the Year, Producer of the Year, and Best Video.
Sheppard were the halftime entertainment at the 2020 AFL Grand Final. The band also performed in game 2 of the State of Origin Series.

",0.9977149963378906
Jarome_Luai,en.wikipedia,7300,13,au,2021-06-28 18:27:44.725419,jarome_luai,Jarome Luai,"Jarome Luai (born 16 January 1997) is a Samoan international rugby league footballer who plays as a five-eighth or halfback for the Penrith Panthers in the NRL. 
Luai represented Samoa at the 2017 World Cup.",0.9930320382118225
Sarah_Shahi,en.wikipedia,6800,14,au,2021-06-28 18:27:44.725419,sarah_shahi,Sarah Shahi,"Aahoo Jahansouzshahi (Persian: آهو جهانسوز شاهی‎; born (1980-01-10)January 10, 1980), known professionally as Sarah Shahi (سارا شاهی‎), is an American actress and former NFL cheerleader. She played Carmen on The L Word in 2008, Kate Reed in the USA Network legal drama Fairly Legal (2011–2012), and Sameen Shaw on the CBS crime drama Person of Interest (2012–2016). She has also appeared in a main role Det. Dani Reese in Life, and in a supporting role in Alias. In 2018, she starred in the series Reverie.
In 2019, she appeared in a recurring role in City on a Hill on Showtime and appeared in seven episodes of the series The Rookie as romantic interest Jessica Russo.

",0.801841676235199
Chéri_(film),en.wikipedia,6500,15,au,2021-06-28 18:27:44.725419,cheri_(film),Chéri (film),"Chéri is a 2009 romantic comedy-drama film directed by Stephen Frears from a screenplay by Christopher Hampton, based on the 1920 novel of the same name by French author Colette. It stars Michelle Pfeiffer and Rupert Friend. The film premiered at the 2009 Berlin International Film Festival.

",0.9989964962005615
